subjectId	activityLabels	activity
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	5	STANDING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	4	SITTING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	6	LAYING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	1	WALKING
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	2	WALKING_UPSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
1	3	WALKING_DOWNSTAIRS
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	5	STANDING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	4	SITTING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	6	LAYING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	1	WALKING
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	3	WALKING_DOWNSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
3	2	WALKING_UPSTAIRS
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	5	STANDING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	4	SITTING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	6	LAYING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	1	WALKING
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	3	WALKING_DOWNSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
5	2	WALKING_UPSTAIRS
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	4	SITTING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	6	LAYING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	1	WALKING
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	3	WALKING_DOWNSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	2	WALKING_UPSTAIRS
6	5	STANDING
6	5	STANDING
6	5	STANDING
6	5	STANDING
